X,Y,Z,I,J,K
-28543.8426,1084.3774,-233.7451,-0.0298864,0.9993978,-0.0176334
-28543.9164,1079.9427,-341.3,-0.0302862,0.9974426,-0.0647375
-28544.0139,1070.3454,-449.0403,-0.0306987,0.9931118,-0.1130775
-28544.1406,1055.2168,-556.3425,-0.0311131,0.9855255,-0.1666478
-28544.3019,1033.9506,-663.9116,-0.031461,0.97486,-0.2205859
-28544.4863,1006.606,-770.2436,-0.0318428,0.9599587,-0.2783261
-28544.702,972.3131,-875.6345,-0.0321647,0.9398828,-0.3399791
-28544.9328,930.8901,-979.0912,-0.032432,0.9145807,-0.4031009
-28545.1761,881.9937,-1080.0382,-0.0326483,0.8830444,-0.4681523
-28545.4159,825.4147,-1177.6436,-0.0328046,0.8449194,-0.5338868
-28545.639,761.1438,-1270.9974,-0.0328878,0.8000331,-0.5990538
-28545.8325,689.2861,-1359.1876,-0.0329022,0.7481183,-0.6627491
-28545.9865,610.1105,-1441.292,-0.0328431,0.6891853,-0.7238404
-28546.0952,523.9699,-1516.3678,-0.0326949,0.6223866,-0.7820268
-28546.1529,431.2618,-1583.3448,-0.0324359,0.5460069,-0.8371526
-28546.1529,332.4353,-1640.9012,-0.0320284,0.4571786,-0.888798
-28546.0844,228.0805,-1687.3271,-0.0314141,0.3515936,-0.9356255
-28545.926,119.0659,-1720.2181,-0.0306468,0.2206947,-0.9748613
-28545.6805,7.1006,-1737.2743,-0.0297861,0.0772595,-0.996566
-28595.6466,6.6798,-1735.8133,-0.0297919,0.0773272,-0.9965606
-28595.8924,118.5904,-1718.7549,-0.0306468,0.2208189,-0.9748332
-28596.0507,227.5425,-1685.8517,-0.0314077,0.351909,-0.9355071
-28596.1189,331.8279,-1639.4135,-0.0320125,0.4574909,-0.8886379
-28596.1184,430.5821,-1581.8528,-0.0324122,0.5463014,-0.8369613
-28596.0602,523.2166,-1514.8793,-0.0326647,0.6226646,-0.7818068
-28595.9511,609.2827,-1439.8142,-0.0328069,0.6894478,-0.723592
-28595.7965,688.3835,-1357.7274,-0.0328605,0.7483642,-0.6624736
-28595.6024,760.1663,-1269.5616,-0.0328407,0.800262,-0.5987506
-28595.4765,798.0164,-1216.4707,-0.0327997,0.8269197,-0.5613626
-28595.2601,853.5803,-1127.933,-0.0326785,0.8649965,-0.5007126
-28595.0159,906.2377,-1028.5841,-0.0324884,0.8997838,-0.4351249
-28594.777,951.2912,-926.348,-0.0322403,0.9281004,-0.3709315
-28594.5538,989.0616,-821.9002,-0.0319484,0.9505854,-0.3088149
-28594.3502,1019.7624,-716.0288,-0.0315823,0.968187,-0.2482268
-28594.1809,1043.9536,-609.133,-0.0312174,0.9805806,-0.193616
-28594.033,1062.1106,-501.665,-0.0308422,0.9898097,-0.1390162
-28593.9245,1074.3474,-394.3273,-0.0304136,0.9956234,-0.0883689
-28593.8374,1081.3296,-286.618,-0.0300141,0.9987105,-0.0409458
-28593.7758,1083.2186,-179.3304,-0.0296001,0.9995466,0.0055249
-28593.7305,1080.2502,-72.2539,-0.0291724,0.998355,0.0493576
-28593.7025,1072.7575,34.2742,-0.0287718,0.9954612,0.090715
-28593.6889,1060.934,140.2222,-0.0283711,0.9910169,0.1306928
-28593.6872,1045.0112,245.4793,-0.0279625,0.9854492,0.1676545
-28593.7024,1025.398,349.8674,-0.0274854,0.9791923,0.2010649
-28593.7326,1002.321,453.4968,-0.0269214,0.9720106,0.2333893
-28593.7734,975.8701,556.338,-0.0264082,0.9640974,0.2642326
-28593.8258,946.2913,658.2299,-0.0259501,0.9558926,0.2925677
-28593.8891,913.8442,759.3787,-0.0255284,0.9479077,0.3175204
-28593.963,878.8522,859.8655,-0.025137,0.9402869,0.3394536
-28594.0481,841.6287,959.7216,-0.0247688,0.9332766,0.3583034
-28594.1441,802.4708,1059.1316,-0.0244281,0.9271486,0.3738966
-28594.2518,761.7097,1158.1968,-0.0241061,0.9221757,0.3860192
-28594.3702,719.6043,1257.4387,-0.0237142,0.9186582,0.3943409
-28594.5005,676.6964,1356.5613,-0.0232362,0.9165331,0.3992834
-28594.6454,633.2959,1455.883,-0.0226945,0.9159147,0.4007308
-28594.8043,589.531,1556.0832,-0.0220779,0.9167023,0.3989604
-28594.9765,545.9734,1656.8967,-0.0213723,0.9191461,0.3933367
-28595.1656,503.0067,1758.7052,-0.0205788,0.9233651,0.383371
-28595.3744,460.7676,1862.547,-0.0196715,0.9290875,0.3693364
-28595.5901,420.6299,1966.3918,-0.0186157,0.9363893,0.3504689
-28595.8326,382.4897,2072.3823,-0.0174005,0.9452776,0.3258028
-28596.0894,347.2472,2179.8299,-0.0159766,0.9549741,0.2962586
-28596.3672,315.4983,2289.4881,-0.0142991,0.9654938,0.2600333
-28596.6497,287.9919,2400.6628,-0.0123012,0.975578,0.2193084
-28596.9209,265.6119,2512.5939,-0.0099016,0.985162,0.1713414
-28597.1825,249.0301,2626.1376,-0.0070867,0.9931246,0.1168478
-28597.3855,239.7043,2728.9478,-0.0041211,0.9980219,0.0627316
-28597.5417,236.2729,2832.2406,-0.0006525,0.9999957,0.0028485
-28597.6145,238.5802,2923.8034,0.0028533,0.9985491,-0.0537729
-28597.5759,249.2244,3037.3634,0.0079517,0.990949,-0.1340031
-28597.3226,269.3955,3149.6503,0.0142451,0.9755273,-0.2194165
-28597.1107,285.4624,3214.1301,0.0186928,0.9650295,-0.2614741
-28647.2656,272.5043,3159.8748,0.0149764,0.9730071,-0.2302887
-28647.5237,252.7671,3058.8416,0.0090999,0.9882432,-0.1526193
-28647.5972,240.1094,2945.6502,0.0038062,0.9975018,-0.0705378
-28647.536,236.3069,2848.5151,-9.2e-06,0.9999597,-0.0089746
-28647.3978,238.288,2750.9476,-0.0033869,0.9988013,0.0488318
-28647.2022,246.2572,2648.0781,-0.0064558,0.9945177,0.1043685
-28646.9441,261.4757,2534.35,-0.00936,0.9870603,0.160076
-28646.6724,282.652,2422.1423,-0.0118373,0.9777046,0.209651
-28646.391,309.0389,2310.8926,-0.0139099,0.9677028,0.2517097
-28646.1081,340.0083,2200.7784,-0.0156374,0.957209,0.2889747
-28645.8481,374.5008,2093.1241,-0.0171053,0.9472949,0.319906
-28645.5996,412.1117,1986.6772,-0.0183507,0.9382288,0.3455285
-28645.38,451.7454,1882.7129,-0.0194313,0.9305482,0.3656535
-28645.1688,493.6023,1778.7742,-0.0203604,0.9245411,0.3805381
-28644.9749,536.4139,1676.5897,-0.0211669,0.9199835,0.3913852
-28644.7996,579.7952,1575.7304,-0.0218837,0.9171732,0.3978876
-28644.6378,623.5194,1475.4178,-0.0225119,0.9160652,0.4003971
-28644.4898,666.9617,1375.998,-0.0230616,0.916392,0.399617
-28644.3566,709.9215,1276.9663,-0.0235489,0.9181906,0.3954382
-28644.236,752.193,1177.7653,-0.0239571,0.9214386,0.3877848
-28644.1261,793.2077,1078.7619,-0.024283,0.926077,0.3765524
-28644.0279,832.6678,979.5112,-0.0246175,0.9320181,0.3615746
-28643.9407,870.2693,879.8164,-0.0249798,0.938859,0.3433945
-28643.8646,905.693,779.5434,-0.0253658,0.9463821,0.322052
-28643.7994,938.6458,678.5892,-0.0257802,0.9542928,0.2977593
-28643.7448,968.7884,576.9489,-0.0262302,0.9624803,0.2700809
-28643.7018,995.8591,474.3647,-0.0267292,0.9704921,0.2396468
-28643.6692,1019.596,370.9618,-0.0272911,0.977861,0.207468
-28643.6506,1039.8897,266.8142,-0.0277919,0.9842515,0.1745753
-28643.6492,1056.5733,161.8142,-0.0282075,0.9899673,0.1384524
-28643.6606,1069.2404,56.0657,-0.0286127,0.9946828,0.0989313
-28643.6852,1077.6125,-50.2516,-0.0290119,0.9979041,0.0578425
-28643.7272,1081.5192,-157.1575,-0.0294371,0.999459,0.0146687
-28643.7849,1080.6399,-264.3234,-0.0298584,0.9990613,-0.0313849
-28643.8667,1074.7099,-371.8627,-0.0302579,0.9964418,-0.0786653
-28643.9701,1063.5826,-479.2484,-0.0306835,0.9912767,-0.1281761
-28644.1099,1046.7028,-586.5197,-0.0310778,0.9826982,-0.182588
-28644.2757,1023.7397,-693.628,-0.0314347,0.9710963,-0.2366092
-28644.4722,994.4799,-799.5767,-0.0318152,0.9545981,-0.2961928
-28644.6929,958.1819,-904.3467,-0.0321212,0.9331474,-0.3580561
-28644.9293,914.6814,-1007.0114,-0.0323823,0.9061003,-0.4218217
-28645.1744,863.6282,-1106.9623,-0.0325885,0.8726637,-0.487233
-28645.4112,804.8822,-1203.3082,-0.0327356,0.832606,-0.5528975
-28645.479,785.7595,-1231.3754,-0.0327649,0.8192737,-0.5724657
-28645.6871,717.0621,-1321.69,-0.0328155,0.7701864,-0.6369742
-28645.8587,640.9239,-1406.2963,-0.0327994,0.7141584,-0.6992153
-28645.9873,557.6727,-1484.2759,-0.0327,0.6506734,-0.7586533
-28646.067,467.6899,-1554.6206,-0.0325011,0.5784476,-0.8150718
-28646.092,371.3959,-1616.127,-0.032174,0.495051,-0.868268
-28646.0533,269.3085,-1667.2593,-0.0316674,0.3968346,-0.9173437
-28645.9354,162.1652,-1705.9581,-0.0309422,0.2768095,-0.9604265
-28645.7175,51.1853,-1729.4956,-0.0301924,0.1367759,-0.9901418
-28695.4697,-39.0829,-1734.9953,-0.0293453,0.01562,-0.9994473
-28695.7335,73.1282,-1724.606,-0.0303613,0.1653826,-0.985762
-28695.9331,183.4446,-1697.8763,-0.0310968,0.3036085,-0.9522893
-28696.0328,289.5828,-1656.4677,-0.0317722,0.418164,-0.9078157
-28696.0574,390.4896,-1603.1098,-0.0322297,0.5130623,-0.8577461
-28696.0205,485.4851,-1539.7262,-0.032521,0.5939746,-0.8038262
-28695.9301,574.0797,-1467.775,-0.0326919,0.6642799,-0.7467687
-28695.792,655.8628,-1388.4085,-0.0327682,0.7261795,-0.6867238
-28695.6119,730.4624,-1302.6099,-0.0327642,0.7808024,-0.6239184
-28695.3973,797.5667,-1211.2945,-0.0326947,0.8284454,-0.5591147
-28695.1614,857.0105,-1115.3956,-0.0325492,0.869139,-0.4934957
-28694.916,908.7613,-1015.8084,-0.0323448,0.9032045,-0.4279899
-28694.6778,952.9397,-913.4347,-0.0320849,0.9308367,-0.3640242
-28694.4554,989.8849,-808.9129,-0.0317818,0.9527559,-0.3020697
-28694.255,1019.7845,-703.1052,-0.0314041,0.9697634,-0.2420182
-28694.0876,1043.2954,-596.211,-0.0310408,0.981724,-0.1877617
-28693.9436,1060.7549,-488.9602,-0.0306538,0.9906059,-0.1332676
-28693.8379,1072.3914,-381.7262,-0.0302241,0.9960686,-0.0832692
-28693.7535,1078.8137,-274.2248,-0.0298231,0.9989091,-0.0359337
-28693.6941,1080.1729,-167.1297,-0.0294033,0.9995147,0.0102871
-28693.6506,1076.7209,-60.2658,-0.0289742,0.9981337,0.0537543
-28693.6244,1068.7826,46.0274,-0.0285716,0.9950713,0.0949563
-28693.6118,1056.5393,151.749,-0.0281652,0.9904896,0.1346738
-28693.6116,1040.247,256.7532,-0.02775,0.9848538,0.1711518
-28693.6287,1020.3202,360.8985,-0.0272606,0.9785561,0.2041688
-28693.6601,996.9526,464.2975,-0.0266982,0.9712865,0.2364102
-28693.7021,970.2322,566.8971,-0.0261928,0.9633213,0.2670693
-28693.7555,940.4151,668.5494,-0.0257392,0.9551287,0.2950706
-28693.8197,907.7621,769.4925,-0.0253215,0.9471876,0.3196788
-28693.8945,872.605,869.7668,-0.0249334,0.9396221,0.3413043
-28693.9805,835.2468,969.4385,-0.024569,0.9327028,0.3598081
-28694.0775,795.9942,1068.669,-0.0242323,0.9266736,0.3750851
-28694.1862,755.1659,1167.6026,-0.0239105,0.9218849,0.3867254
-28694.3057,713.0422,1266.7362,-0.0235146,0.9185342,0.3946415
-28694.4376,670.1828,1365.7235,-0.023038,0.9165969,0.3991483
-28694.5843,626.841,1465.0083,-0.0224999,0.9161437,0.4002181
-28694.745,583.1769,1565.1901,-0.0218863,0.91711,0.3980331
-28694.9192,539.7938,1665.9512,-0.0211845,0.9197521,0.3919277
-28695.1112,496.9957,1767.8705,-0.0203943,0.9241504,0.3814841
-28695.3221,455.031,1871.7158,-0.0194858,0.9300297,0.3669674
-28695.5404,415.2486,1975.5355,-0.0184268,0.9375277,0.3474224
-28695.7872,377.4662,2081.7095,-0.0172055,0.9465118,0.3222102
-28696.0469,342.7061,2189.1912,-0.0157678,0.9563184,0.2919014
-28696.329,311.4252,2299.0251,-0.0140728,0.9668283,0.255039
-28696.6129,284.6274,2410.1957,-0.0120435,0.9768692,0.2134984
-28696.8866,262.9935,2522.2082,-0.0096096,0.9863186,0.16457
-28697.1492,247.2447,2635.7979,-0.0067538,0.9939887,0.1092743
-28697.3512,238.7472,2738.5841,-0.0037388,0.998522,0.05422
-28697.5045,236.2494,2841.8366,-0.0002097,0.9999776,-0.0066954
-28697.5713,239.4509,2933.2624,0.0033408,0.9979322,-0.0641885
-28697.5191,251.3584,3046.5622,0.0085313,0.9892659,-0.1458773
-28697.2662,271.6729,3153.1146,0.0146114,0.9734649,-0.2283695
-28697.0622,288.5846,3218.3054,0.019186,0.962389,-0.2709968
-28747.2476,272.1661,3152.0186,0.0146171,0.9729133,-0.2307079
-28747.4982,251.6366,3045.526,0.008543,0.9890072,-0.1476206
-28747.548,239.555,2932.2802,0.0033558,0.997841,-0.0655905
-28747.4795,236.2327,2840.891,-0.0001932,0.9999683,-0.0079582
-28747.3243,238.6096,2737.6748,-0.0037217,0.9985795,0.0531516
-28747.1207,246.9944,2634.9209,-0.0067356,0.9940888,0.1083612
-28746.8564,262.6407,2521.3672,-0.0095894,0.9864487,0.1637893
-28746.5812,284.1263,2409.3738,-0.0120204,0.9770182,0.2128165
-28746.296,310.9012,2298.2561,-0.0140461,0.966978,0.2544724
-28746.0128,342.1068,2188.4578,-0.0157366,0.9564717,0.2914005
-28745.7522,376.7955,2081.0141,-0.0171689,0.9466629,0.3217679
-28745.5047,414.5108,1974.8793,-0.0183844,0.9376776,0.3470199
-28745.2858,454.2275,1871.1022,-0.0194374,0.9301752,0.3666011
-28745.0744,496.1305,1767.2989,-0.0203396,0.9242853,0.38116
-28744.882,538.8686,1665.4257,-0.0211233,0.9198817,0.3916268
-28744.7075,582.1933,1564.7134,-0.0218189,0.9172294,0.3977615
-28744.5465,625.8017,1464.5829,-0.0224267,0.9162499,0.3999791
-28744.3997,669.0905,1365.3532,-0.0229597,0.9166909,0.3989368
-28744.2678,711.8997,1266.4237,-0.0234324,0.9186123,0.3944646
-28744.1482,753.9781,1167.3506,-0.0238258,0.9219409,0.3865972
-28744.0396,794.7659,1068.4815,-0.024147,0.9267174,0.3749824
-28743.9427,833.9798,969.3174,-0.0244835,0.932743,0.3597096
-28743.8567,871.3008,869.7137,-0.0248477,0.9396574,0.3412135
-28743.7819,906.423,769.5094,-0.0252357,0.9472174,0.3195971
-28743.7179,939.0435,668.6384,-0.0256535,0.955154,0.2949963
-28743.6645,968.8307,567.0605,-0.0261071,0.9633421,0.2670026
-28743.6225,995.5233,464.5367,-0.0266122,0.9713077,0.2363327
-28743.591,1018.8645,361.2157,-0.0271736,0.9785727,0.2041009
-28743.5739,1038.7722,257.1514,-0.0276635,0.984855,0.1711591
-28743.574,1055.0552,152.2302,-0.0280812,0.9904848,0.1347268
-28743.5866,1067.2961,46.5934,-0.0284904,0.9950658,0.0950384
-28743.6127,1075.2374,-59.614,-0.0288951,0.998131,0.053847
-28743.6562,1078.6975,-166.3915,-0.029326,0.9995158,0.0104012
-28743.7155,1077.3535,-273.4,-0.0297472,0.9989167,-0.0357839
-28743.7998,1070.9532,-380.8166,-0.0301496,0.9960841,-0.0831114
-28743.9054,1059.3443,-487.9662,-0.0305806,0.9906341,-0.1330746
-28744.0493,1041.9227,-595.1376,-0.0309692,0.9817716,-0.1875246
-28744.2168,1018.4548,-701.9572,-0.0313343,0.9698243,-0.2417831
-28744.4172,988.6059,-807.6953,-0.0317144,0.9528485,-0.3017844
-28744.6398,951.7191,-912.1562,-0.0320203,0.9309571,-0.3637217
-28744.8784,907.6049,-1014.4762,-0.0322836,0.903356,-0.4276749
-28745.1243,855.9229,-1114.0184,-0.0324921,0.8693208,-0.4931791
-28745.3606,796.5509,-1209.8801,-0.0326427,0.8286547,-0.5588075
-28745.5758,729.5207,-1301.1664,-0.0327176,0.7810362,-0.6236281
-28745.7564,654.9955,-1386.9428,-0.032727,0.7264293,-0.6864615
-28745.895,573.287,-1466.2939,-0.0326563,0.6645456,-0.7465338
-28745.9858,484.7664,-1538.2366,-0.0324915,0.594256,-0.8036194
-28746.0231,389.8439,-1601.6191,-0.0322072,0.5133591,-0.8575693
-28745.999,289.0084,-1654.9839,-0.0317586,0.4184742,-0.9076733
-28745.8996,182.9377,-1696.4063,-0.0310938,0.3038891,-0.9521999
-28745.6997,72.68,-1723.1422,-0.0303626,0.1654731,-0.9857468
-28745.4357,-39.4766,-1733.5342,-0.0293525,0.0156366,-0.9994468
-28795.6161,49.8737,-1725.1055,-0.0302001,0.1370427,-0.9901047
-28795.8348,160.6827,-1701.5564,-0.0309382,0.2775509,-0.9602126
-28795.9519,267.627,-1662.8148,-0.0316329,0.3977695,-0.9169399
-28795.9894,369.5022,-1611.6573,-0.0321115,0.4959525,-0.8677557
-28795.9631,465.5779,-1550.1495,-0.0324166,0.5793013,-0.8144687
-28795.8821,555.3392,-1479.8259,-0.0325967,0.6514795,-0.7579657
-28795.7522,638.367,-1401.8882,-0.0326792,0.7149185,-0.6984437
-28795.579,714.2817,-1317.3445,-0.0326789,0.770897,-0.636121
-28795.3693,782.7561,-1227.1129,-0.0326122,0.819921,-0.571547
-28795.1357,843.5927,-1132.1306,-0.0324707,0.8619034,-0.5060318
-28794.8901,896.741,-1033.2928,-0.0322692,0.8972355,-0.4403716
-28794.6485,942.2827,-931.5166,-0.0320123,0.9260535,-0.3760322
-28794.4227,980.5248,-827.5088,-0.0317132,0.9489528,-0.3138199
-28794.2154,1011.7188,-721.9905,-0.0313447,0.9669413,-0.2530651
-28794.0439,1036.3333,-615.5413,-0.0309669,0.9797062,-0.1980322
-28793.8924,1054.9539,-508.333,-0.0305933,0.9891628,-0.1436001
-28793.7813,1067.6251,-401.3897,-0.0301587,0.9952517,-0.0925445
-28793.6923,1075.0315,-293.9947,-0.0297523,0.9985419,-0.0450437
-28793.6289,1077.3536,-187.0291,-0.029336,0.9995685,0.0014554
-28793.5825,1074.8187,-80.2636,-0.0289007,0.9985461,0.0455031
-28793.5529,1067.7503,25.9837,-0.0284897,0.9958028,0.0869781
-28793.5382,1056.3582,131.6462,-0.0280805,0.9915013,0.1270299
-28793.5351,1040.8581,236.6527,-0.027663,0.9860348,0.1642259
-28793.5487,1021.6656,340.7972,-0.0271935,0.9799055,0.1976
-28793.578,999.0353,444.1861,-0.0266355,0.9728555,0.2298753
-28793.6179,973.023,546.8085,-0.0261169,0.9649925,0.2609738
-28793.6689,943.8623,648.4946,-0.0256552,0.9568058,0.2895937
-28793.7309,911.8179,749.4145,-0.0252301,0.9488061,0.3148499
-28793.8034,877.2018,849.6918,-0.0248368,0.9411642,0.3370358
-28793.8871,840.3375,949.3238,-0.0244674,0.9340974,0.3561789
-28793.9816,801.5096,1048.5133,-0.0241252,0.9278925,0.3720664
-28794.0879,761.0586,1147.3286,-0.0238061,0.9227951,0.384555
-28794.2053,719.2459,1246.3061,-0.0234333,0.919251,0.392974
-28794.3345,676.5911,1345.2198,-0.0229776,0.9170419,0.3981284
-28794.4785,633.4508,1444.254,-0.0224615,0.9163307,0.3997919
-28794.637,589.9243,1544.1584,-0.0218759,0.9170233,0.3982333
-28794.809,546.5471,1644.7315,-0.0212038,0.9193353,0.3929032
-28794.9975,503.7706,1746.1696,-0.020445,0.9234056,0.3832807
-28795.2069,461.6462,1849.719,-0.0195765,0.9290291,0.3694885
-28795.4237,421.5385,1953.3735,-0.0185603,0.9361752,0.3510435
-28795.666,383.4578,2058.9219,-0.0173857,0.9449558,0.3267359
-28795.9255,348.1603,2166.1268,-0.0160072,0.9545697,0.2975575
-28796.205,316.2883,2275.3427,-0.0143751,0.9650528,0.2616608
-28796.4935,288.6241,2386.3237,-0.0124299,0.9751889,0.2210251
-28796.7712,266.1383,2497.9989,-0.010083,0.9847942,0.1734324
-28797.0416,249.3454,2611.2686,-0.0073209,0.9928674,0.1189989
-28797.2557,239.8109,2713.8999,-0.0044109,0.9978823,0.064896
-28797.4254,236.1653,2816.9991,-0.001006,0.9999873,0.0049293
-28797.5146,238.3001,2908.4941,0.0024483,0.9986566,-0.0517596
-28797.5024,248.7105,3021.9887,0.0074426,0.9911741,-0.1323575
-28797.2827,268.7347,3134.0454,0.0135626,0.9754556,-0.2197781
-28797.0425,288.0965,3209.6557,0.0187031,0.9616585,-0.2736112
-28847.1535,277.3934,3166.8573,0.0157588,0.9684582,-0.2486771
-28847.4233,255.8217,3065.874,0.0097409,0.9856478,-0.1685332
-28847.5075,241.5056,2953.0746,0.0043594,0.9964383,-0.0842127
-28847.4435,236.3597,2850.4442,0.0002818,0.9998436,-0.0176859
-28847.3117,237.3173,2758.74,-0.0029371,0.999278,0.0378788
-28847.138,243.1593,2667.3554,-0.005733,0.9960437,0.0886797
-28846.8795,256.6597,2553.6073,-0.0087275,0.9892313,0.1461002
-28846.6027,276.3248,2441.1977,-0.0112758,0.9802381,0.1974995
-28846.3187,301.3583,2329.9924,-0.0134159,0.9703337,0.2413971
-28846.0286,331.2061,2219.6061,-0.0151857,0.9599249,0.2798455
-28845.7612,364.7319,2111.7447,-0.0166841,0.9497969,0.3124221
-28845.5058,401.5422,2005.08,-0.0179464,0.9405707,0.3391233
-28845.279,440.5084,1900.9477,-0.0190344,0.9325227,0.3606093
-28845.0644,481.7206,1797.1684,-0.0199685,0.9261822,0.3765473
-28844.8644,524.1935,1694.6939,-0.0207705,0.9212841,0.3883352
-28844.6847,567.2112,1593.9049,-0.0214797,0.9180824,0.3958072
-28844.5192,610.6972,1493.6514,-0.0221023,0.9166028,0.3991876
-28844.3676,654.0135,1394.2717,-0.0226455,0.9166047,0.3991528
-28844.2311,696.8656,1295.4713,-0.0231289,0.9180394,0.3958139
-28844.1081,739.1336,1196.5152,-0.0235438,0.9209421,0.3889876
-28843.9959,780.254,1097.7649,-0.0238757,0.9251779,0.3787821
-28843.8958,819.8981,998.8363,-0.0242054,0.9309224,0.364414
-28843.8068,857.7512,899.498,-0.0245621,0.9375726,0.3469212
-28843.7287,893.4879,799.6407,-0.0249436,0.9449667,0.3262141
-28843.6617,926.8312,699.0968,-0.025352,0.9527884,0.3025749
-28843.605,957.4345,597.9127,-0.0257951,0.9609216,0.2756163
-28843.5597,985.0286,495.8192,-0.0262811,0.9690107,0.2456168
-28843.5248,1009.3399,392.8756,-0.0268317,0.9765463,0.2136289
-28843.5025,1030.2377,289.2008,-0.027354,0.9830532,0.1812684
-28843.4977,1047.6247,184.7082,-0.0277876,0.9888671,0.1461837
-28843.5069,1061.1078,79.4204,-0.0282058,0.9938268,0.1072975
-28843.5282,1070.3565,-26.4344,-0.0286133,0.997375,0.0665163
-28843.5664,1075.2031,-132.8945,-0.0290405,0.9992905,0.0239815
-28843.6203,1075.3583,-239.6853,-0.0294729,0.9993353,-0.021456
-28843.6963,1070.5344,-346.7778,-0.0298788,0.9972017,-0.068528
-28843.7949,1060.5664,-453.9564,-0.0303028,0.9926555,-0.1171185
-28843.9256,1045.0462,-560.7983,-0.0307191,0.9848386,-0.1707315
-28844.0886,1023.4333,-667.8379,-0.031077,0.9739446,-0.2246467
-28844.2772,995.7172,-773.6477,-0.0314717,0.9586603,-0.2828073
-28844.4959,961.0558,-878.5073,-0.0318019,0.9382865,-0.3443939
-28844.7302,919.2775,-981.405,-0.0320844,0.91257,-0.4076598
-28844.9763,870.0327,-1081.7572,-0.0323177,0.8805788,-0.4727966
-28845.218,813.1011,-1178.7567,-0.0324965,0.8419477,-0.5385797
-28845.4419,748.506,-1271.4479,-0.0326047,0.796527,-0.6037232
-28845.635,676.3495,-1358.9257,-0.0326451,0.7440209,-0.6673584
-28845.7877,596.9083,-1440.267,-0.0326108,0.6844477,-0.7283322
-28845.8943,510.5379,-1514.5213,-0.0324882,0.6168813,-0.7863854
-28845.9492,417.6368,-1580.6015,-0.0322567,0.5394943,-0.8413711
-28845.9454,318.6593,-1637.1568,-0.0318805,0.4493076,-0.8928081
-28845.8713,214.2081,-1682.429,-0.0313049,0.3416674,-0.9392994
-28845.7026,105.1642,-1713.8674,-0.0305796,0.2075132,-0.9777541
-28845.4497,-6.6178,-1729.2917,-0.0297111,0.0623503,-0.997612
-28895.4699,15.4078,-1726.078,-0.0299274,0.0928766,-0.9952278
-28895.7119,126.8103,-1707.3741,-0.0307177,0.2357364,-0.9713314
-28895.8589,234.9633,-1672.9021,-0.0314313,0.365274,-0.9303693
-28895.9173,338.3105,-1625.1966,-0.0319517,0.4688765,-0.8826856
-28895.9082,436.0425,-1566.6093,-0.0322864,0.5561779,-0.8304359
-28895.8421,527.5975,-1498.8019,-0.0324871,0.6313728,-0.7747987
-28895.7253,612.5388,-1423.0615,-0.0325849,0.6972236,-0.7161128
-28895.5636,690.4757,-1340.4393,-0.0325973,0.7553081,-0.6545587
-28895.3628,761.0634,-1251.869,-0.0325389,0.8064063,-0.590466
-28895.134,824.0557,-1158.2823,-0.0324097,0.8503942,-0.525147
-28894.8898,879.3708,-1060.5875,-0.0322156,0.8876658,-0.4593599
-28894.6444,927.0398,-959.702,-0.0319678,0.9183312,-0.3945198
-28894.4133,967.3062,-856.4299,-0.0316749,0.9428453,-0.331722
-28894.1981,1000.5052,-751.354,-0.0313269,0.9622401,-0.2703934
-28894.0174,1026.8796,-645.4349,-0.0309324,0.9764284,-0.2136134
-28893.8577,1047.2553,-538.3452,-0.030572,0.9867177,-0.1595416
-28893.7359,1061.5633,-431.6376,-0.0301424,0.993813,-0.1068982
-28893.6412,1070.4686,-324.4448,-0.029725,0.9978214,-0.0588973
-28893.5708,1074.2603,-217.5395,-0.0293143,0.9994976,-0.0120497
-28893.5202,1073.129,-110.8697,-0.0288769,0.999044,0.0328197
-28893.4855,1067.3795,-4.6085,-0.0284535,0.9967884,0.0748547
-28893.4672,1057.2697,101.0475,-0.0280424,0.9929308,0.1153348
-28893.4603,1042.9771,206.1166,-0.0276199,0.9877502,0.1535798
-28893.4687,1024.8779,310.3521,-0.0271724,0.9818302,0.187806
-28893.4941,1003.3212,413.8013,-0.0266329,0.9751274,0.2200391
-28893.5312,978.3615,516.515,-0.026095,0.9674448,0.2517333
-28893.5787,950.1725,618.3406,-0.0256195,0.9593032,0.2812135
-28893.6375,919.0289,719.3077,-0.0251828,0.9512241,0.3074712
-28893.7066,885.2128,819.6515,-0.02478,0.9434783,0.3305066
-28893.7869,849.0688,919.3133,-0.0244024,0.9362117,0.3505884
-28893.8766,810.7645,1018.7606,-0.0240496,0.9297271,0.367463
-28893.9877,771.7472,1115.3406,-0.0237305,0.9242886,0.380956
-28894.0948,729.5991,1216.0285,-0.0233801,0.920325,0.3904552
-28894.2202,687.2258,1314.8963,-0.0229517,0.9177152,0.3965753
-28894.3599,644.3316,1413.6784,-0.0224605,0.916592,0.3991924
-28894.5146,600.9935,1513.1948,-0.0219077,0.9168805,0.3985602
-28894.6831,557.6084,1613.5205,-0.0212729,0.9187027,0.3943765
-28894.8665,514.7783,1714.44,-0.0205522,0.9222639,0.386014
-28895.0714,472.4881,1817.341,-0.019733,0.9274731,0.3733688
-28895.2873,431.7917,1921.0015,-0.0187739,0.9341325,0.3564324
-28895.5209,393.2693,2025.5855,-0.0176594,0.9425067,0.3337202
-28895.7797,357.1247,2132.4619,-0.0163593,0.9518829,0.306025
-28896.0528,324.3516,2240.761,-0.0148137,0.9621909,0.271973
