X,Y,Z,I,J,K
-94948.5512,4048.4753,19.2834,0.1637935,0.9818977,-0.0951243
-94949.154,4026.7866,-98.6393,0.158472,0.9511213,-0.2650564
-94949.9538,3984.9432,-211.065,0.1486343,0.8947913,-0.4210183
-94951.0717,3935.7512,-298.6994,0.1355637,0.8211678,-0.5543519
-94952.1356,3900.3353,-345.3558,0.1227328,0.7498677,-0.6501039
-94953.5541,3859.4027,-386.3659,0.1032729,0.6427091,-0.7591177
-94955.0097,3819.7258,-413.735,0.0656364,0.4366515,-0.8972331
-95005.0334,3807.6785,-419.5122,0.0011821,0.0776033,-0.9969836
-95004.056,3833.3647,-410.5282,0.0737092,0.480112,-0.8741049
-95002.4717,3876.6395,-378.1589,0.1082082,0.668766,-0.7355563
-95001.1166,3916.3603,-335.8827,0.1259751,0.766656,-0.6295783
-95000.1213,3950.6552,-288.3991,0.1376905,0.8318332,-0.5376754
-94998.9888,4003.0509,-188.9827,0.1511254,0.9076316,-0.3916197
-94998.2357,4041.0716,-75.1396,0.1602032,0.9596977,-0.2309011
-94997.6826,4058.5929,42.8719,0.1644455,0.9842465,-0.064935
-94997.4343,4059.2043,159.395,0.1647752,0.9854256,0.0422562
-94997.4255,4051.3198,273.7974,0.1645955,0.9826663,0.0852953
-94997.4237,4041.0482,387.3795,0.1649353,0.9823027,0.0887562
-94997.2664,4031.4629,500.882,0.165669,0.9834282,0.073639
-94996.9046,4025.4899,603.5745,0.1670326,0.9853232,0.0351889
-94996.002,4026.2645,718.8531,0.1693747,0.9836924,-0.0605108
-94994.6009,4036.9724,811.4868,0.1703434,0.9701496,-0.1726064
-94993.2401,4052.0655,880.2838,0.1698259,0.9519112,-0.2549985
-94991.8894,4075.1412,953.0158,0.1676712,0.9211913,-0.3511309
-95041.3346,4079.4664,940.474,0.1684546,0.9278246,-0.3328132
-95042.9612,4054.7923,856.0693,0.1703392,0.9585094,-0.2285703
-95044.0176,4043.9298,801.5179,0.1705607,0.9719495,-0.1619359
-95045.5041,4033.5738,694.5794,0.1691456,0.9849139,-0.0365277
-95046.2335,4034.5816,585.4604,0.1669679,0.9849768,0.0440724
-95046.5569,4041.5834,477.3981,0.1657073,0.9830747,0.0781366
-95046.6686,4051.4354,364.1054,0.165068,0.9822002,0.0896403
-95046.6448,4061.5202,250.6428,0.1648421,0.9830726,0.0799712
-95046.6818,4068.263,136.1093,0.1650613,0.9859226,0.0266724
-95046.9895,4064.92,19.2767,0.1642691,0.9818107,-0.0952016
-95047.5872,4043.3091,-98.2922,0.1589602,0.9511193,-0.264771
-95048.3891,4001.6413,-210.3825,0.1491316,0.8949308,-0.4205456
-95049.6031,3949.372,-302.6088,0.1350171,0.8156288,-0.5626012
-95050.7082,3913.5793,-348.6666,0.1216398,0.7415546,-0.6597731
-95052.1671,3872.2456,-388.8664,0.101113,0.6288992,-0.7708839
-95053.5692,3834.6005,-413.6776,0.0611988,0.4108758,-0.909635
-95103.3989,3827.8009,-417.9676,0.0140097,0.14884,-0.988762
-95102.4215,3853.1903,-407.9142,0.0773607,0.4984615,-0.8634532
-95100.7673,3898.0747,-373.0853,0.1108334,0.681078,-0.723774
-95099.4403,3937.071,-330.3035,0.1278836,0.7748768,-0.6190409
-95098.3225,3976.8381,-272.5366,0.1410128,0.8478629,-0.5111203
-95097.2487,4028.7924,-166.3103,0.1536992,0.9195775,-0.3615989
-95096.5354,4062.7599,-51.4396,0.1619898,0.967168,-0.1958197
-95096.043,4076.2687,66.2312,0.1651645,0.9855244,-0.0382393
-95095.8655,4074.5771,181.871,0.1651866,0.9847357,0.0548544
-95095.8907,4065.9163,295.6389,0.1651004,0.982394,0.0874299
-95095.8804,4055.6952,408.7683,0.1655083,0.9823764,0.0868537
-95095.6985,4046.5604,521.9732,0.1663564,0.9837502,0.067536
-95095.2825,4041.6226,624.513,0.1679272,0.9855813,0.020735
-95094.2255,4044.8058,739.6217,0.1702342,0.9815263,-0.0873293
-95092.6755,4058.1865,831.8032,0.1707351,0.9645373,-0.2012891
-95091.5285,4071.9702,888.7054,0.1700889,0.9482331,-0.2681859
-95090.3183,4093.9828,955.33,0.1677862,0.9174724,-0.360683
-95140.037,4092.4298,926.3466,0.1693353,0.933286,-0.3167062
-95141.6431,4069.6902,844.7143,0.1708665,0.9607218,-0.218674
-95142.7767,4058.5822,784.5174,0.1709597,0.9746592,-0.1442646
-95144.2116,4049.8488,669.3358,0.1691192,0.9854779,-0.015231
-95144.7899,4052.2243,566.5204,0.1671618,0.9845787,0.051591
-95145.0675,4060.1662,453.2874,0.1660041,0.9827463,0.0815624
-95145.1279,4070.1662,340.3881,0.1654546,0.9821573,0.0893967
-95145.0843,4079.8707,227.1803,0.1653433,0.983555,0.072671
-95145.1503,4085.1888,112.6368,0.1655606,0.9861688,0.0077993
-95145.5185,4078.7623,-4.2702,0.1641442,0.9782369,-0.1269223
-95146.153,4053.067,-120.9473,0.157765,0.941444,-0.2979821
-95147.0253,4008.0226,-230.9382,0.1471237,0.8809126,-0.4498307
-95148.2281,3959.6451,-311.2088,0.1332545,0.8033857,-0.5803574
-95149.4125,3922.9317,-356.1527,0.118755,0.7234525,-0.6800836
-95150.9438,3880.6116,-394.7269,0.0955404,0.5966212,-0.7968156
-95152.2225,3846.9668,-414.5446,0.0499026,0.347441,-0.9363731
-95201.6506,3850.5555,-415.6043,0.0347119,0.2630287,-0.9641634
-95200.5097,3880.1114,-400.7055,0.0881849,0.55573,-0.8266726
-95198.91,3923.5452,-363.9096,0.1153256,0.7035656,-0.70121
-95197.6487,3961.2716,-320.0879,0.1310368,0.7899332,-0.5990283
-95196.4754,4005.4279,-251.3605,0.144679,0.865819,-0.4789839
-95195.5101,4053.8034,-143.4201,0.1561766,0.930961,-0.3300311
-95194.8368,4083.5924,-27.7648,0.1635651,0.9734362,-0.1602138
-95194.4085,4093.392,89.3282,0.165766,0.9860606,-0.0143543
-95194.299,4089.7603,204.1181,0.1656101,0.9840737,0.0645927
-95194.346,4080.5518,317.2998,0.1656273,0.9822244,0.0883332
-95194.3242,4070.4558,430.0196,0.1660928,0.9824943,0.0843689
-95194.1142,4061.8733,542.9356,0.1670822,0.9841073,0.060136
-95193.6286,4058.1745,645.3431,0.1688598,0.985633,0.0037398
-95192.3958,4064.0351,760.2275,0.1709987,0.9784513,-0.1157259
-95191.0072,4076.8824,837.625,0.171134,0.9621641,-0.212022
-95189.5936,4095.448,908.1683,0.1700467,0.9401175,-0.2954035
-95237.9764,4121.3434,955.9692,0.1680739,0.9132955,-0.3710021
-95239.2775,4097.2818,884.3032,0.1707551,0.9479918,-0.2686156
-95241.0199,4077.721,796.2678,0.1714688,0.9716416,-0.1628221
-95242.4947,4067.3316,690.0689,0.1700712,0.9847178,-0.0375054
-95243.2016,4068.2432,581.6952,0.1678921,0.9848529,0.0433239
-95243.4981,4075.1143,474.3638,0.1666281,0.9829625,0.0775877
-95243.5779,4084.8295,361.8316,0.1659976,0.9821039,0.0889763
-95243.5275,4094.7523,249.1228,0.1657852,0.9829879,0.0790577
-95243.5444,4101.339,135.339,0.166012,0.9857855,0.0258257
-95243.8356,4097.9506,19.2472,0.1652257,0.9816357,-0.0953513
-95244.4249,4076.4968,-97.6123,0.1599393,0.9511177,-0.2641866
-95245.2327,4035.1823,-209.0305,0.1501288,0.8952157,-0.4195832
-95246.4594,3983.3739,-300.7107,0.1360345,0.816382,-0.561262
-95247.5747,3947.8934,-346.5155,0.1226274,0.7424957,-0.6585307
-95249.0497,3906.8989,-386.5102,0.1020042,0.629884,-0.7699619
-95250.4724,3869.5317,-411.2002,0.0619045,0.412032,-0.9090641
-95300.3025,3862.8947,-415.4956,0.0144241,0.1499948,-0.9885816
-95299.31,3888.1001,-405.4674,0.078055,0.4990865,-0.8630296
-95297.6334,3932.6384,-370.8098,0.111772,0.6820613,-0.7227029
-95296.2931,3971.304,-328.2526,0.1288821,0.7757217,-0.6177744
-95295.1646,4010.7191,-270.8145,0.1420115,0.8483571,-0.5100226
-95294.0786,4062.2193,-165.2274,0.1546892,0.9197326,-0.3607814
-95293.3645,4095.9068,-51.0441,0.1629592,0.9670708,-0.1954953
-95292.8849,4109.3429,65.9021,0.1661196,0.9853445,-0.0387363
-95292.7249,4107.7558,180.7952,0.1661371,0.9846284,0.0539025
-95292.7723,4099.2614,293.8118,0.1660392,0.9823092,0.0866001
-95292.7908,4089.1923,406.1845,0.1664331,0.9822713,0.0862732
-95292.6409,4080.1872,518.6254,0.1672781,0.9836353,0.0669297
-95292.2492,4075.3617,620.4677,0.168854,0.9854406,0.0198789
-95291.21,4078.6351,734.7845,0.1711544,0.9812786,-0.088309
-95289.6672,4092.0099,826.3249,0.1716355,0.9642033,-0.2021219
-95287.6776,4119.6065,927.2298,0.1697942,0.9304833,-0.3246087
-95336.549,4136.0509,947.4112,0.1689055,0.9174792,-0.3601427
-95337.8751,4112.6609,875.7588,0.1712953,0.9496148,-0.2624685
-95339.6554,4093.3197,785.0655,0.1718975,0.9732532,-0.1524122
-95341.0784,4083.9146,676.3797,0.1702923,0.9850299,-0.0267712
-95341.6927,4085.3846,574.1502,0.168262,0.9846808,0.045735
-95341.9668,4092.8446,461.6125,0.1670047,0.9827643,0.0792708
-95342.0134,4102.6082,349.4699,0.166422,0.9820471,0.0888105
-95341.9461,4112.3191,237.0814,0.1662747,0.9832035,0.075257
-95341.9728,4118.1951,123.4878,0.1665071,0.9858988,0.0166988
-95342.2908,4113.3147,7.5359,0.1654305,0.9799483,-0.1110589
-95342.899,4089.8842,-108.7418,0.1596121,0.9464291,-0.2807061
-95343.7423,4046.9713,-218.9647,0.1493996,0.8884372,-0.4340036
-95344.9688,3997.1502,-304.5379,0.1354282,0.8105924,-0.569736
-95346.127,3961.2934,-349.7356,0.1214596,0.7338828,-0.668329
-95347.6438,3919.8956,-388.8933,0.0995594,0.6147249,-0.7824329
-95349.0108,3884.5618,-411.0656,0.0568905,0.3833486,-0.92185
-95398.638,3883.1157,-413.779,0.0257947,0.2121844,-0.9768891
-95397.5561,3910.378,-401.3599,0.0842256,0.5308953,-0.8432415
-95395.9023,3954.0934,-365.716,0.114312,0.6938237,-0.7110144
-95394.5914,3992.0426,-322.6877,0.1307322,0.7835632,-0.6074025
-95393.4284,4033.6026,-259.9276,0.1441691,0.8578126,-0.4933283
-95392.3975,4083.2195,-153.6298,0.1561932,0.9255349,-0.3449475
-95391.7043,4114.7846,-39.1983,0.1640225,0.9703495,-0.1775343
-95391.2599,4126.3315,77.2989,0.1666747,0.9856483,-0.0267766
-95391.1392,4123.7685,191.5731,0.1665846,0.9842657,0.0589112
-95391.2047,4115.0162,304.1014,0.1665363,0.9821963,0.0869257
-95391.2255,4105.0342,416.076,0.166954,0.9822943,0.0849961
-95391.0695,4096.3221,528.1762,0.167868,0.9837797,0.0632288
-95390.6499,4092.1153,629.7733,0.1695492,0.985455,0.0114699
-95389.528,4096.7074,743.785,0.1717777,0.9797806,-0.1025788
-95387.9188,4111.4094,834.8992,0.1720097,0.9610597,-0.2162796
-95386.0594,4138.4419,929.5816,0.1700082,0.9275721,-0.332727
-95385.6144,4148.7513,956.3432,0.1683663,0.9093768,-0.3803769
-95434.9323,4155.0869,949.5768,0.1689757,0.9134095,-0.3703112
-95436.2356,4131.1832,878.4039,0.1716417,0.9476716,-0.2691796
-95438.0777,4110.7702,785.2964,0.172362,0.9725256,-0.1564777
-95439.4398,4101.2678,685.528,0.1709975,0.9845197,-0.038481
-95440.1262,4102.0781,577.9012,0.1688188,0.984727,0.0425778
-95440.3954,4108.8267,471.3024,0.1675508,0.9828483,0.0770451
-95440.4442,4118.4068,359.532,0.1669283,0.9820052,0.0883213
-95440.3678,4128.1699,247.5785,0.1667307,0.9829002,0.0781544
-95440.3654,4134.6031,134.5461,0.1669698,0.9856454,0.0249857
-95440.6409,4131.1709,19.1968,0.1661893,0.9814587,-0.0954988
-95441.2231,4109.8752,-96.9513,0.1609216,0.9511177,-0.2635892
-95442.0378,4068.9158,-207.6963,0.1511293,0.895508,-0.4185992
-95443.2784,4017.5687,-298.8294,0.1370487,0.8171212,-0.559938
-95444.4048,3982.4008,-344.3812,0.1236135,0.7434487,-0.6572699
-95445.8968,3941.745,-384.1713,0.1028904,0.6308769,-0.7690305
-95447.3415,3904.6532,-408.7405,0.0625819,0.4130578,-0.908552
-95497.1729,3898.174,-413.0343,0.0147269,0.1506227,-0.9884816
-95496.1638,3923.2021,-403.0373,0.0787451,0.4997285,-0.8625953
-95494.4638,3967.3958,-368.5503,0.112708,0.6830601,-0.7216134
-95493.1092,4005.7307,-326.2175,0.129881,0.7765811,-0.6164841
-95491.9691,4044.7937,-269.1087,0.1430134,0.8488645,-0.5088971
-95490.8699,4095.8383,-164.1617,0.1556821,0.9198942,-0.3599413
-95490.1541,4129.2441,-50.6677,0.1639328,0.9669739,-0.1951601
-95489.6862,4142.607,65.552,0.1670829,0.9851621,-0.0392297
-95489.5431,4141.122,179.6968,0.167093,0.9845176,0.0529633
-95489.6122,4132.7913,291.9603,0.1669804,0.9822218,0.0857786
-95489.6591,4122.8721,403.5747,0.1673597,0.982164,0.0857011
-95489.5405,4113.9952,515.2503,0.1682025,0.9835184,0.0663284
-95489.1726,4109.2808,616.3936,0.1697831,0.9852978,0.0190255
-95488.1504,4112.6424,729.9164,0.1720744,0.9810293,-0.0892853
-95486.6142,4126.0094,820.8141,0.1725348,0.9638693,-0.2029477
-95484.6234,4153.4726,921.013,0.1706796,0.9303156,-0.324625
-95484.0834,4165.5939,952.9539,0.168817,0.9094475,-0.3800079
-95533.3502,4173.1088,949.0218,0.1692147,0.9112812,-0.3754104
-95534.4766,4151.3995,886.5272,0.171861,0.9437439,-0.2825088
-95536.4898,4128.2751,785.4987,0.1728237,0.9717822,-0.1605343
-95537.7834,4118.8064,694.599,0.1716939,0.9838393,-0.0508079
-95538.5554,4118.8083,581.6094,0.16938,0.9847681,0.0392697
-95538.8154,4124.8901,480.9137,0.168105,0.9829445,0.0745704
-95538.8668,4134.2691,369.5105,0.1674394,0.9819816,0.0876132
-95538.7837,4144.0484,257.9849,0.1671899,0.9826197,0.0806599
-95538.7524,4150.9756,145.4974,0.167428,0.9853504,0.0324433
-95538.9866,4148.884,30.7661,0.1669023,0.9826959,-0.0803265
-95539.5394,4129.6856,-85.1789,0.162176,0.9554795,-0.2464913
-95540.329,4090.7011,-196.3941,0.1527812,0.9021353,-0.403497
-95541.5814,4037.9576,-293.1115,0.1386128,0.8233117,-0.5504038
-95542.6758,4003.4692,-338.9962,0.1257076,0.7526537,-0.6463049
-95544.1419,3963.5476,-379.3764,0.1059928,0.645739,-0.7561658
-95545.6632,3924.7514,-406.344,0.0675688,0.438719,-0.8960804
-95595.7006,3913.2866,-412.1093,0.0017172,0.0785175,-0.9969113
-95594.6737,3938.4342,-403.1894,0.0756593,0.4816122,-0.8731125
-95593.0214,3980.7245,-371.2945,0.1109879,0.6717433,-0.7324224
-95591.6228,4019.4463,-329.6776,0.1289698,0.7693164,-0.6257148
-95590.515,4055.9047,-278.1113,0.1417487,0.8393715,-0.5247502
-95589.3373,4108.3698,-174.5414,0.1551528,0.9141745,-0.3744498
-95588.597,4143.556,-62.0396,0.1637959,0.9633417,-0.2124705
-95588.1045,4158.7807,53.8461,0.1674647,0.9844946,-0.0522114
-95587.9381,4158.442,167.8726,0.1676072,0.9847654,0.0463128
-95588.0069,4150.5871,279.8832,0.167432,0.9822701,0.0843325
-95588.0786,4140.7525,391.144,0.167771,0.9820476,0.0862286
-95587.9964,4131.7378,502.4028,0.1685468,0.9832658,0.0691402
-95587.6775,4126.5671,603.0991,0.1700268,0.9850967,0.0259872
-95586.7512,4128.7744,716.122,0.1723501,0.9820693,-0.0763896
-95585.295,4140.8242,806.7764,0.1730365,0.9665368,-0.1893805
-95583.2817,4166.7849,907.0003,0.1715023,0.9351887,-0.3098531
-95582.5458,4182.4107,949.3916,0.1692825,0.9096824,-0.3792378
-95631.7821,4190.6302,947.1152,0.1695573,0.9102428,-0.3777676
-95632.7155,4171.7971,894.5169,0.1720339,0.9395085,-0.2961892
-95634.7363,4147.2899,794.1383,0.1732856,0.9691345,-0.1753579
-95636.1094,4136.5359,703.591,0.172377,0.9829688,-0.0637072
-95636.9486,4135.4311,590.8781,0.1700476,0.9848963,0.0326047
-95637.2272,4141.0379,490.4471,0.168669,0.9830541,0.0718009
-95637.2813,4150.1955,379.4244,0.1679539,0.9819698,0.0867566
-95637.1935,4159.9607,268.3015,0.1676597,0.9823842,0.0825313
-95637.1343,4167.3226,156.3426,0.1678816,0.9850235,0.0392988
-95637.3282,4166.4644,42.242,0.1675692,0.9836545,-0.0659124
-95637.8484,4149.3174,-73.4331,0.163376,0.9595182,-0.229419
-95638.6145,4112.3329,-185.0622,0.1543614,0.9083505,-0.3886797
-95639.8773,4058.319,-287.3868,0.1401212,0.8291657,-0.5411564
-95640.9403,4024.4993,-333.5832,0.1277428,0.7615038,-0.6354477
-95642.3791,3985.3054,-374.5163,0.1089079,0.6595355,-0.7437419
-95643.9756,3944.8582,-403.8864,0.0720445,0.4614471,-0.8842376
-95645.0125,3919.5724,-411.5971,-0.0125987,-0.0007064,-0.9999204
-95693.1778,3953.7091,-403.28,0.0722037,0.4615958,-0.884147
-95691.5753,3994.0792,-373.9457,0.1091361,0.6597931,-0.74348
-95690.1325,4033.1893,-333.0663,0.1279914,0.7617361,-0.6351192
-95689.0668,4066.9327,-286.9355,0.1403738,0.8293264,-0.5408446
-95687.8001,4120.8241,-184.767,0.1546117,0.9084097,-0.3884419
-95687.0329,4157.728,-73.309,0.1636213,0.959505,-0.2292993
-95686.515,4174.846,42.1852,0.1678124,0.9836077,-0.0659911
-95686.3251,4175.7222,156.0987,0.1681233,0.984991,0.0390794
-95686.3896,4168.3991,267.8688,0.1678971,0.9823613,0.0823213
-95686.4843,4158.672,378.8019,0.1681875,0.9819431,0.0866071
-95686.438,4149.5466,489.6333,0.1689013,0.9830244,0.0716612
-95686.1657,4143.9675,589.8896,0.1702808,0.9848625,0.0324077
-95685.3314,4145.0969,702.4044,0.1726082,0.9829123,-0.0639511
-95683.9604,4155.8536,792.7904,0.1735115,0.969056,-0.1755684
-95681.9398,4180.3352,892.9901,0.1722539,0.9394419,-0.2962728
-95681.0058,4199.1341,945.4969,0.1697805,0.9102644,-0.3776154
-95730.4697,4201.8979,929.3021,0.1710179,0.9211102,-0.3497267
-95732.0589,4176.4581,847.3523,0.1733245,0.9540792,-0.2443185
-95733.775,4159.1767,757.6523,0.1736189,0.9758452,-0.1325993
-95735.0669,4151.7332,644.9077,0.1716608,0.985123,-0.0080836
-95735.5282,4154.5363,544.3224,0.1697809,0.9839914,0.0541783
-95735.6902,4162.4126,433.4617,0.1687072,0.98229,0.0815122
-95735.6441,4172.0659,322.8414,0.1682351,0.9819139,0.0868449
-95735.529,4181.0732,211.8227,0.1682178,0.9835342,0.0660553
-95735.5627,4185.2114,99.3197,0.168442,0.9856994,-0.0048904
-95735.9219,4177.166,-15.5736,0.1666764,0.9756018,-0.142899
-95736.5675,4150.0531,-129.7625,0.1598314,0.936531,-0.3120314
-95737.5136,4104.4997,-236.8453,0.1488277,0.8747215,-0.4612077
-95738.8494,4055.9756,-314.6421,0.1337891,0.792148,-0.5954847
-95740.1469,4019.1441,-357.8195,0.1179616,0.7063522,-0.6979625
-95741.8052,3976.6529,-394.1121,0.0904133,0.5584535,-0.8245939
-95742.9981,3947.6762,-408.8443,0.0364091,0.2675724,-0.9628496
-95791.986,3961.6257,-406.5582,0.0522662,0.352952,-0.9341804
-95790.6397,3994.4828,-387.0367,0.0982505,0.59954,-0.7942913
-95789.046,4035.6944,-349.0934,0.1219209,0.7266768,-0.676074
-95787.8224,4071.3701,-304.9426,0.1365203,0.8058643,-0.5761467
-95786.4627,4123.4663,-215.8522,0.1516612,0.8891882,-0.431675
-95785.6004,4165.5351,-107.1381,0.1618321,0.946494,-0.2792122
-95785.0044,4188.5597,7.5419,0.1676143,0.9795588,-0.1112203
-95784.72,4193.4965,121.8219,0.1686805,0.9855574,0.0149482
-95784.7364,4187.9448,233.7216,0.1684171,0.982994,0.0732015
-95784.8609,4178.5917,344.4074,0.1685283,0.9818226,0.0873078
-95784.8836,4169.1328,454.834,0.1690902,0.9825036,0.078071
-95784.6753,4161.9576,565.6349,0.1703552,0.9843954,0.0440997
-95784.1058,4160.7078,666.2709,0.1723827,0.9846052,-0.0289282
-95782.7586,4169.7701,770.4287,0.1739305,0.9731394,-0.1508238
-95780.9356,4189.4016,862.4937,0.1732874,0.9488942,-0.2637636
-95779.6038,4212.4578,933.0258,0.1709121,0.9175179,-0.359096
-95829.3939,4209.5035,899.2609,0.1726002,0.934899,-0.3101177
-95831.407,4183.6926,799.9277,0.1741619,0.9661358,-0.1903924
-95832.8535,4171.6431,710.0803,0.1735038,0.9817708,-0.0776053
-95833.7568,4169.3213,598.0515,0.1711941,0.9849209,0.0249673
-95834.0447,4174.3547,498.2302,0.16971,0.9831159,0.0684223
-95834.0872,4183.2102,387.93,0.1689389,0.9819103,0.0855089
-95833.9802,4192.8583,277.6194,0.1686194,0.9821548,0.083303
-95833.8841,4200.5173,166.5533,0.1688155,0.9846107,0.0452015
-95834.0291,4200.7496,53.4647,0.1686824,0.9842596,-0.0527183
-95834.5087,4185.6426,-61.512,0.1650201,0.9632464,-0.2119546
-95835.2531,4150.8364,-173.1527,0.1564016,0.9144316,-0.3733007
-95836.4487,4098.9645,-275.93,0.1430123,0.8401091,-0.5232248
-95837.6955,4059.3332,-331.5188,0.1287374,0.762435,-0.634129
-95839.1505,4020.4746,-372.2374,0.1098212,0.6605721,-0.7426869
-95840.7709,3980.3357,-401.4647,0.0726883,0.4620884,-0.88385
-95841.8283,3955.2113,-409.1448,-0.012559,-0.0006159,-0.9999209
-95889.9641,3989.2359,-400.8608,0.0728523,0.4622686,-0.8837422
-95888.3377,4029.2977,-371.6691,0.1100498,0.6608339,-0.7424201
-95886.8787,4068.0725,-331.004,0.1289863,0.7626686,-0.6337974
-95885.6287,4107.6136,-275.4957,0.1432657,0.8402594,-0.522914
-95884.4297,4159.3663,-172.8771,0.1566519,0.9144852,-0.3730644
-95883.6846,4194.0962,-61.409,0.165265,0.9632276,-0.2118491
-95883.2077,4209.1799,53.3853,0.1689266,0.9842122,-0.0528217
-95883.067,4208.9683,166.286,0.1690582,0.984579,0.044984
-95883.1689,4201.3479,277.1629,0.1688581,0.9821312,0.0830983
-95883.2832,4191.7367,387.2832,0.1691736,0.9818823,0.085367
-95883.2488,4182.9128,497.3915,0.1699435,0.9830855,0.0682797
-95882.9672,4177.9066,597.0375,0.1714282,0.9848853,0.0247648
-95882.0686,4180.2509,708.8672,0.1737347,0.9817108,-0.0778469
-95880.6243,4192.3,798.5529,0.1743866,0.9660554,-0.1905947
-95878.6114,4218.0805,897.7077,0.1728192,0.9348423,-0.3101669
-95927.2555,4238.1248,928.1967,0.1715769,0.9175389,-0.3587251
-95928.5888,4215.1818,858.0393,0.1739483,0.9486555,-0.2641871
-95930.4089,4195.6004,766.4711,0.1746114,0.9729136,-0.1514927
-95931.7467,4186.5104,662.8725,0.1730814,0.9844615,-0.0296385
-95932.3007,4187.688,562.7694,0.1710572,0.9842978,0.0435587
-95932.4862,4194.7703,452.5491,0.1697909,0.982414,0.077677
-95932.4396,4204.1293,342.696,0.1692365,0.9817442,0.086818
-95932.2952,4213.3658,232.5794,0.1691368,0.9829191,0.072545
-95932.2633,4218.8136,121.2464,0.1694113,0.9854406,0.0143784
-95932.536,4213.859,7.526,0.1683454,0.9794266,-0.1112802
-95933.1276,4190.97,-106.6183,0.162573,0.9465181,-0.2786997
-95933.9957,4149.1857,-214.8277,0.1524192,0.8894523,-0.430863
-95935.367,4097.4466,-303.5126,0.1372746,0.8064387,-0.5751628
-95936.5998,4062.011,-347.4801,0.1226519,0.7274384,-0.6751222
-95938.2082,4021.0553,-385.2787,0.0988807,0.6002697,-0.7936617
-95939.5712,3988.3767,-404.7323,0.0526865,0.3535813,-0.9339188
-95988.9785,3992.3018,-405.7928,0.0368762,0.2680481,-0.9626995
-95987.7596,4021.0261,-391.143,0.0914099,0.5596555,-0.8236686
-95986.0738,4063.0894,-355.077,0.1191606,0.7076515,-0.696441
-95984.7597,4099.5133,-312.193,0.1350504,0.7932128,-0.5937802
-95983.4055,4147.4841,-234.9782,0.150087,0.8752232,-0.459846
-95982.447,4192.5215,-128.7236,0.1610712,0.9366453,-0.3110492
-95981.8052,4219.3545,-15.4176,0.1678953,0.9754094,-0.1427857
-95981.4638,4227.3847,98.5485,0.1696607,0.985486,-0.005705
-95981.4548,4223.4023,210.1085,0.1694231,0.9834025,0.0649264
-95981.6015,4214.5918,320.1793,0.1694195,0.9817876,0.0859662
-95981.6865,4205.1104,429.8454,0.1698763,0.9821428,0.0808554
-95981.5664,4197.3743,539.7413,0.1709498,0.9838343,0.0533509
-95981.1305,4194.7141,639.443,0.1728284,0.9849087,-0.0092244
-95979.8576,4202.2287,751.183,0.1747586,0.9754855,-0.1337438
-95978.1478,4219.4505,840.0773,0.1744305,0.9536742,-0.2451111
-95976.5565,4244.6971,921.2998,0.1721223,0.9210852,-0.3492505
-96025.9581,4249.3885,909.0917,0.1728715,0.9271421,-0.3324498
-96027.8213,4222.8237,816.5737,0.1749105,0.9599589,-0.2188271
-96029.4099,4208.1939,727.5561,0.1747608,0.9789228,-0.1056821
-96030.4779,4203.3519,616.1409,0.1725831,0.9849571,0.0086401
-96030.8213,4207.208,516.8279,0.1708945,0.9833849,0.0612314
-96030.8741,4215.5131,407.2256,0.1699855,0.9819258,0.0832263
-96030.7568,4225.0274,297.7249,0.1696154,0.9818894,0.084403
-96030.6155,4233.2609,187.6541,0.1697166,0.9839045,0.0559304
-96030.6772,4235.4716,75.8241,0.1698356,0.985058,-0.0285755
-96031.0812,4224.0925,-38.2876,0.1671925,0.9699719,-0.1766383
-96031.7747,4193.3875,-150.4548,0.1594271,0.9260146,-0.3421696
-96032.8456,4145.2101,-254.6427,0.1474424,0.8594092,-0.4895678
-96034.1672,4101.416,-320.6768,0.1326368,0.7790166,-0.6128137
-96035.562,4063.9912,-362.3919,0.1152862,0.6859078,-0.7184981
-96037.329,4020.7412,-396.4152,0.0806867,0.5018769,-0.8611674
-96038.3901,3996.1705,-406.2979,0.0152168,0.1506437,-0.988471
-96086.9228,4020.1453,-400.836,0.0646395,0.4157809,-0.9071648
-96085.4031,4056.3493,-376.6481,0.1057647,0.6342101,-0.7658925
-96083.8536,4095.9042,-337.5209,0.1268187,0.7466133,-0.6530587
-96082.6901,4130.0552,-292.7944,0.1403135,0.8193457,-0.5558639
-96081.3018,4184.6243,-192.9883,0.1555485,0.9029161,-0.4006833
-96080.4974,4222.6667,-83.6476,0.1648802,0.9554107,-0.244959
-96079.9675,4241.4883,30.3135,0.16958,0.9821824,-0.0809965
-96079.7791,4243.7348,142.986,0.1700994,0.9849658,0.0301407
-96079.8695,4237.2172,253.395,0.1698169,0.9823584,0.0783211
-96080.0287,4227.8579,362.8318,0.1700253,0.9816857,0.0859342
-96080.0659,4218.8356,472.129,0.1706703,0.9826142,0.0730824
-96079.8792,4213.0567,570.9053,0.171952,0.9844027,0.0372009
-96079.1651,4213.3347,681.7167,0.1742451,0.9832497,-0.0534674
-96077.8983,4222.8582,770.8409,0.1753136,0.9709354,-0.1629404
-96075.8929,4245.7376,869.891,0.1742767,0.9429319,-0.2837376
-96074.7148,4268.1142,933.7788,0.1714162,0.9090113,-0.3798879
-96125.1038,4254.3811,868.3694,0.1744949,0.9428594,-0.2838444
-96127.1081,4231.5246,769.4997,0.1755394,0.9708583,-0.1631564
-96128.3721,4221.9969,680.5374,0.1744775,0.9831954,-0.0537061
